COUNTRY,COUNTRY_GRP,AGE_GRP_LIST,SEX,YEAR,VALUE
NLD,,0,FEMALE,1990,4.25
NLD,,0,FEMALE,1991,9.33
NLD,,0,FEMALE,1992,4.16
NLD,,0,FEMALE,1993,5.24
NLD,,0,FEMALE,1994,8.38
NLD,,0,FEMALE,1995,5.3
NLD,,0,FEMALE,1996,5.39
NLD,,0,FEMALE,1997,3.22
NLD,,0,FEMALE,1998,3.13
NLD,,0,FEMALE,1999,1.02
NLD,,0,FEMALE,2000,3.01
NLD,,0,FEMALE,2001,4.98
NLD,,0,FEMALE,2002,2.02
NLD,,0,FEMALE,2003,4.08
NLD,,0,FEMALE,2004,4.16
NLD,,0,FEMALE,2005,2.15
NLD,,0,FEMALE,2006,3.31
NLD,,0,FEMALE,2007,1.12
NLD,,0,FEMALE,2008,1.12
NLD,,0,FEMALE,2009,2.22
NLD,,0,FEMALE,2010,4.44
NLD,,0,FEMALE,2011,2.25
NLD,,0,FEMALE,2012,5.77
NLD,,0,FEMALE,2013,4.74
NLD,,0,FEMALE,2014,0
NLD,,0,FEMALE,2015,3.56
NLD,,0,FEMALE,2016,0
NLD,,0,FEMALE,2017,2.4
NLD,,0,FEMALE,2018,0
NLD,,0,FEMALE,2019,1.21
NLD,,0,FEMALE,2020,0
NLD,,0,FEMALE,2021,1.14
NLD,,0,FEMALE,2022,1.22
NOR,,0,FEMALE,1969,55.56
NOR,,0,FEMALE,1970,47.17
NOR,,0,FEMALE,1971,60.51
NOR,,0,FEMALE,1972,38.22
NOR,,0,FEMALE,1973,84.75
NOR,,0,FEMALE,1974,34.13
NOR,,0,FEMALE,1975,53.19
NOR,,0,FEMALE,1976,63.91
NOR,,0,FEMALE,1977,15.81
NOR,,0,FEMALE,1978,48.19
NOR,,0,FEMALE,1979,60
NOR,,0,FEMALE,1980,56.45
NOR,,0,FEMALE,1981,28.34
NOR,,0,FEMALE,1982,24.19
NOR,,0,FEMALE,1983,12.3
NOR,,0,FEMALE,1984,49.38
NOR,,0,FEMALE,1985,52.85
NOR,,0,FEMALE,1986,23.9
NOR,,0,FEMALE,1987,23.17
NOR,,0,FEMALE,1988,40.44
NOR,,0,FEMALE,1989,14.13
NOR,,0,FEMALE,1990,20.55
NOR,,0,FEMALE,1991,6.78
NOR,,0,FEMALE,1992,10.27
NOR,,0,FEMALE,1993,3.45
NOR,,0,FEMALE,1994,13.75
NOR,,0,FEMALE,1995,0
NOR,,0,FEMALE,1996,13.65
NOR,,0,FEMALE,1997,3.42
NOR,,0,FEMALE,1998,10.45
NOR,,0,FEMALE,1999,0
NOR,,0,FEMALE,2000,0
NOR,,0,FEMALE,2001,3.54
NOR,,0,FEMALE,2002,0
NOR,,0,FEMALE,2003,3.66
NOR,,0,FEMALE,2004,0
NOR,,0,FEMALE,2005,3.6
NOR,,0,FEMALE,2006,0
NOR,,0,FEMALE,2007,6.99
NOR,,0,FEMALE,2008,0
NOR,,0,FEMALE,2009,0
NOR,,0,FEMALE,2010,0
NOR,,0,FEMALE,2011,0
NOR,,0,FEMALE,2012,0
NOR,,0,FEMALE,2013,0
NOR,,0,FEMALE,2014,0
NOR,,0,FEMALE,2015,0
NOR,,0,FEMALE,2016,0
,NORDIC,0,FEMALE,1969,54.59
,NORDIC,0,FEMALE,1970,45.86
,NORDIC,0,FEMALE,1971,45.76
,NORDIC,0,FEMALE,1972,28.18
,NORDIC,0,FEMALE,1973,42.09
,NORDIC,0,FEMALE,1974,32.5
,NORDIC,0,FEMALE,1975,34.62
,NORDIC,0,FEMALE,1976,29.39
,NORDIC,0,FEMALE,1977,24.04
,NORDIC,0,FEMALE,1978,31.3
,NORDIC,0,FEMALE,1979,23.19
,NORDIC,0,FEMALE,1980,36.03
,NORDIC,0,FEMALE,1981,22.9
,NORDIC,0,FEMALE,1982,20.82
,NORDIC,0,FEMALE,1983,17.07
,NORDIC,0,FEMALE,1984,19.44
,NORDIC,0,FEMALE,1985,24.58
,NORDIC,0,FEMALE,1986,9.82
,NORDIC,0,FEMALE,1987,8.92
,NORDIC,0,FEMALE,1988,15.03
,NORDIC,0,FEMALE,1989,10.97
,NORDIC,0,FEMALE,1990,11.21
,NORDIC,0,FEMALE,1991,14.98
,NORDIC,0,FEMALE,1992,7.08
,NORDIC,0,FEMALE,1993,6.46
,NORDIC,0,FEMALE,1994,4.6
,NORDIC,0,FEMALE,1995,2.68
,NORDIC,0,FEMALE,1996,9.09
,NORDIC,0,FEMALE,1997,5.03
,NORDIC,0,FEMALE,1998,5.93
,NORDIC,0,FEMALE,1999,4.47
,NORDIC,0,FEMALE,2000,1.49
,NORDIC,0,FEMALE,2001,4.47
,NORDIC,0,FEMALE,2002,1.5
,NORDIC,0,FEMALE,2003,3.71
,NORDIC,0,FEMALE,2004,4.35
,NORDIC,0,FEMALE,2005,6.49
,NORDIC,0,FEMALE,2006,2.13
,NORDIC,0,FEMALE,2007,3.5
,NORDIC,0,FEMALE,2008,2.07
,NORDIC,0,FEMALE,2009,1.36
,NORDIC,0,FEMALE,2010,2.02
,NORDIC,0,FEMALE,2011,3.4
,NORDIC,0,FEMALE,2012,2.77
,NORDIC,0,FEMALE,2013,1.39
,NORDIC,0,FEMALE,2014,1.4
,NORDIC,0,FEMALE,2015,1.77
,NORDIC,0,FEMALE,2016,4.17
,NORDIC,0,FEMALE,2017,0.7
,NORDIC,0,FEMALE,2018,5.7
,NORDIC,0,FEMALE,2019,2.18
,NORDIC,0,FEMALE,2020,2.19
,NORDIC,0,FEMALE,2021,2.17
POL,,0,FEMALE,1969,705.95
POL,,0,FEMALE,1970,667.48
POL,,0,FEMALE,1971,555.6
POL,,0,FEMALE,1972,521.32
POL,,0,FEMALE,1973,426.33
POL,,0,FEMALE,1974,353.08
POL,,0,FEMALE,1975,359.2
POL,,0,FEMALE,1976,328.48
POL,,0,FEMALE,1977,340.26
POL,,0,FEMALE,1978,247.12
POL,,0,FEMALE,1979,191.29
POL,,0,FEMALE,1980,171.18
POL,,0,FEMALE,1981,159.21
POL,,0,FEMALE,1982,160.14
POL,,0,FEMALE,1983,131.51
POL,,0,FEMALE,1984,113.23
POL,,0,FEMALE,1985,104.73
POL,,0,FEMALE,1986,90.57
POL,,0,FEMALE,1987,76.31
POL,,0,FEMALE,1988,68.73
POL,,0,FEMALE,1989,79.6
POL,,0,FEMALE,1990,79.52
POL,,0,FEMALE,1991,64.1
POL,,0,FEMALE,1992,57.63
POL,,0,FEMALE,1993,43.19
POL,,0,FEMALE,1994,43.94
POL,,0,FEMALE,1995,35.63
POL,,0,FEMALE,1996,32.79
POL,,0,FEMALE,1999,24.51
POL,,0,FEMALE,2000,19.14
POL,,0,FEMALE,2001,17.05
POL,,0,FEMALE,2002,13.18
POL,,0,FEMALE,2003,18.87
POL,,0,FEMALE,2004,16.38
POL,,0,FEMALE,2005,15.96
POL,,0,FEMALE,2006,8.41
POL,,0,FEMALE,2007,14.17
POL,,0,FEMALE,2008,15.02
POL,,0,FEMALE,2009,15.49
POL,,0,FEMALE,2010,9.56
POL,,0,FEMALE,2011,12.4
POL,,0,FEMALE,2012,7.02
POL,,0,FEMALE,2013,11.82
POL,,0,FEMALE,2014,13.1
POL,,0,FEMALE,2015,10.77
POL,,0,FEMALE,2016,7.3
POL,,0,FEMALE,2017,8.96
POL,,0,FEMALE,2018,11.71
POL,,0,FEMALE,2019,10.04
POL,,0,FEMALE,2020,4.55
POL,,0,FEMALE,2021,15.27
PRT,,0,FEMALE,1971,1320.5
PRT,,0,FEMALE,1972,1081.48
PRT,,0,FEMALE,1973,1034.78
PRT,,0,FEMALE,1974,820.32
PRT,,0,FEMALE,1975,733.7
PRT,,0,FEMALE,1976,642.36
PRT,,0,FEMALE,1977,470.66
PRT,,0,FEMALE,1978,476.52
PRT,,0,FEMALE,1979,389.97
PRT,,0,FEMALE,1980,297.16
PRT,,0,FEMALE,1981,260.75
PRT,,0,FEMALE,1982,175.66
PRT,,0,FEMALE,1983,165.48
PRT,,0,FEMALE,1984,150
PRT,,0,FEMALE,1985,120.16
PRT,,0,FEMALE,1986,124.9
PRT,,0,FEMALE,1987,73.26
PRT,,0,FEMALE,1988,75.28
PRT,,0,FEMALE,1989,56.93
PRT,,0,FEMALE,1990,56.74
PRT,,0,FEMALE,1991,44.05
PRT,,0,FEMALE,1992,55.96
PRT,,0,FEMALE,1993,30.86
PRT,,0,FEMALE,1994,31.76
PRT,,0,FEMALE,1995,11.63
PRT,,0,FEMALE,1996,25.16
PRT,,0,FEMALE,1997,16.93
PRT,,0,FEMALE,1998,14.81
PRT,,0,FEMALE,1999,21.92
PRT,,0,FEMALE,2000,7.24
PRT,,0,FEMALE,2001,7.32
PRT,,0,FEMALE,2002,16.49
PRT,,0,FEMALE,2003,9.17
PRT,,0,FEMALE,2004,16.81
PRT,,0,FEMALE,2007,5.94
PRT,,0,FEMALE,2008,4
PRT,,0,FEMALE,2009,10.12
PRT,,0,FEMALE,2010,6.12
PRT,,0,FEMALE,2011,6.23
PRT,,0,FEMALE,2012,0
PRT,,0,FEMALE,2013,4.76
PRT,,0,FEMALE,2014,2.49
PRT,,0,FEMALE,2015,2.45
PRT,,0,FEMALE,2016,4.75
PRT,,0,FEMALE,2017,2.37
PRT,,0,FEMALE,2018,7.06
ROU,,0,FEMALE,1969,2331.05
ROU,,0,FEMALE,1970,2141.1
ROU,,0,FEMALE,1971,1891.71
ROU,,0,FEMALE,1972,1849.49
ROU,,0,FEMALE,1973,1891.61
ROU,,0,FEMALE,1974,1717.32
ROU,,0,FEMALE,1975,1668.02
ROU,,0,FEMALE,1976,1521.65
ROU,,0,FEMALE,1977,1451.47
ROU,,0,FEMALE,1978,1438.32
ROU,,0,FEMALE,1980,1131.77
ROU,,0,FEMALE,1981,1105.63
ROU,,0,FEMALE,1982,1017.07
ROU,,0,FEMALE,1983,873.47
ROU,,0,FEMALE,1984,899.87
ROU,,0,FEMALE,1985,926.37
ROU,,0,FEMALE,1986,815.9
ROU,,0,FEMALE,1987,931.4
ROU,,0,FEMALE,1988,809.52
ROU,,0,FEMALE,1989,832.4
ROU,,0,FEMALE,1990,843.66
ROU,,0,FEMALE,1991,820.69
ROU,,0,FEMALE,1992,766.69
ROU,,0,FEMALE,1993,835.14
ROU,,0,FEMALE,1994,825.48
ROU,,0,FEMALE,1995,713.53
ROU,,0,FEMALE,1996,767.87
ROU,,0,FEMALE,1997,724.39
ROU,,0,FEMALE,1998,605.08
ROU,,0,FEMALE,1999,582.96
ROU,,0,FEMALE,2000,546.19
ROU,,0,FEMALE,2001,492.16
ROU,,0,FEMALE,2002,507.3
ROU,,0,FEMALE,2003,463.57
ROU,,0,FEMALE,2004,451.12
ROU,,0,FEMALE,2005,376.63
ROU,,0,FEMALE,2006,353.32
ROU,,0,FEMALE,2007,306.88
ROU,,0,FEMALE,2008,298.98
ROU,,0,FEMALE,2009,262.36
ROU,,0,FEMALE,2010,263.02
ROU,,0,FEMALE,2011,233.16
ROU,,0,FEMALE,2012,283.23
ROU,,0,FEMALE,2013,203.66
ROU,,0,FEMALE,2014,191.65
ROU,,0,FEMALE,2015,175.56
ROU,,0,FEMALE,2016,152.98
ROU,,0,FEMALE,2017,133.53
ROU,,0,FEMALE,2018,105.38
ROU,,0,FEMALE,2019,130.7
RUS,,0,FEMALE,1980,676.46
RUS,,0,FEMALE,1981,583.13
RUS,,0,FEMALE,1982,514.77
RUS,,0,FEMALE,1983,479.58
RUS,,0,FEMALE,1984,474.27
RUS,,0,FEMALE,1985,418.76
RUS,,0,FEMALE,1986,338.38
RUS,,0,FEMALE,1987,304.61
RUS,,0,FEMALE,1988,298.87
RUS,,0,FEMALE,1989,237.8
RUS,,0,FEMALE,1990,211.81
RUS,,0,FEMALE,1991,231.33
RUS,,0,FEMALE,1992,220.31
RUS,,0,FEMALE,1993,266.7
RUS,,0,FEMALE,1994,213.32
RUS,,0,FEMALE,1995,215.99
RUS,,0,FEMALE,1996,189.72
RUS,,0,FEMALE,1997,190.75
RUS,,0,FEMALE,1998,182.92
RUS,,0,FEMALE,1999,185.3
RUS,,0,FEMALE,2000,148.38
RUS,,0,FEMALE,2001,131.17
RUS,,0,FEMALE,2002,115.2
RUS,,0,FEMALE,2003,100.02
RUS,,0,FEMALE,2004,85.38
RUS,,0,FEMALE,2005,68.86
RUS,,0,FEMALE,2006,72.3
RUS,,0,FEMALE,2007,60.26
RUS,,0,FEMALE,2008,57.07
RUS,,0,FEMALE,2009,51.66
RUS,,0,FEMALE,2010,44.38
RUS,,0,FEMALE,2011,43.87
RUS,,0,FEMALE,2012,37.51
RUS,,0,FEMALE,2013,38.6
RUS,,0,FEMALE,2014,34.24
RUS,,0,FEMALE,2015,30.06
RUS,,0,FEMALE,2019,21.73
,SEEHN,0,FEMALE,1985,629.89
,SEEHN,0,FEMALE,1986,547.14
,SEEHN,0,FEMALE,1987,605.71
,SEEHN,0,FEMALE,1988,515.49
,SEEHN,0,FEMALE,1989,532.34
,SEEHN,0,FEMALE,1990,537.6
,SEEHN,0,FEMALE,1991,497.37
,SEEHN,0,FEMALE,1992,482.64
,SEEHN,0,FEMALE,1993,509.24
,SEEHN,0,FEMALE,1994,461.83
,SEEHN,0,FEMALE,1995,396.48
,SEEHN,0,FEMALE,1996,403.27
,SEEHN,0,FEMALE,1997,365.28
,SEEHN,0,FEMALE,1998,303.7
,SEEHN,0,FEMALE,1999,280.79
,SEEHN,0,FEMALE,2000,252.82
,SEEHN,0,FEMALE,2001,236.58
,SEEHN,0,FEMALE,2002,226.52
,SEEHN,0,FEMALE,2003,207.56
,SEEHN,0,FEMALE,2004,188.4
,SEEHN,0,FEMALE,2005,166.99
,SEEHN,0,FEMALE,2006,163.49
,SEEHN,0,FEMALE,2007,132.88
,SEEHN,0,FEMALE,2008,132.61
,SEEHN,0,FEMALE,2009,125.24
,SEEHN,0,FEMALE,2010,115.54
,SEEHN,0,FEMALE,2011,98.61
,SEEHN,0,FEMALE,2012,107.7
,SEEHN,0,FEMALE,2013,82.97
,SEEHN,0,FEMALE,2014,81.08
,SEEHN,0,FEMALE,2015,74.96
,SEEHN,0,FEMALE,2016,67.32
,SEEHN,0,FEMALE,2017,62.22
,SEEHN,0,FEMALE,2018,51.13
,SEEHN,0,FEMALE,2019,59.78
,SEEHN,0,FEMALE,2021,57.84
,SMALL,0,FEMALE,1995,0
,SMALL,0,FEMALE,1996,0
,SMALL,0,FEMALE,1997,6.27
,SMALL,0,FEMALE,1998,0
,SMALL,0,FEMALE,1999,6.53
,SMALL,0,FEMALE,2000,0
,SMALL,0,FEMALE,2001,13.65
,SMALL,0,FEMALE,2002,6.98
,SMALL,0,FEMALE,2003,0
,SMALL,0,FEMALE,2004,6.82
,SMALL,0,FEMALE,2005,20.82
,SMALL,0,FEMALE,2006,20.67
,SMALL,0,FEMALE,2007,0
,SMALL,0,FEMALE,2008,0
,SMALL,0,FEMALE,2009,18.8
,SMALL,0,FEMALE,2010,17.75
,SMALL,0,FEMALE,2011,4.38
,SMALL,0,FEMALE,2012,3.54
,SMALL,0,FEMALE,2013,15.81
,SMALL,0,FEMALE,2014,2.23
,SMALL,0,FEMALE,2015,1.47
,SMALL,0,FEMALE,2016,0.73
,SMALL,0,FEMALE,2017,0
,SMALL,0,FEMALE,2019,6.35
SMR,,0,FEMALE,1995,0
SMR,,0,FEMALE,1996,0
SMR,,0,FEMALE,1997,0
SMR,,0,FEMALE,1998,0
SMR,,0,FEMALE,1999,0
SMR,,0,FEMALE,2000,0
SMR,,0,FEMALE,2005,0
SRB,,0,FEMALE,1998,44.1
SRB,,0,FEMALE,1999,34.64
SRB,,0,FEMALE,2000,34.8
SRB,,0,FEMALE,2001,11.09
SRB,,0,FEMALE,2002,16.11
SRB,,0,FEMALE,2003,28.99
SRB,,0,FEMALE,2004,15.83
SRB,,0,FEMALE,2005,11.02
SRB,,0,FEMALE,2006,20.28
SRB,,0,FEMALE,2007,20.92
SRB,,0,FEMALE,2008,12.15
SRB,,0,FEMALE,2009,32.94
SRB,,0,FEMALE,2010,11.97
SRB,,0,FEMALE,2011,18.8
SRB,,0,FEMALE,2012,18.72
SRB,,0,FEMALE,2013,18.69
SRB,,0,FEMALE,2014,6.28
SRB,,0,FEMALE,2015,9.46
SRB,,0,FEMALE,2016,15.97
SRB,,0,FEMALE,2017,12.79
SRB,,0,FEMALE,2018,3.22
SRB,,0,FEMALE,2019,6.48
SRB,,0,FEMALE,2020,13.13
SRB,,0,FEMALE,2021,0
SRB,,0,FEMALE,2022,0
SVK,,0,FEMALE,1992,127.38
SVK,,0,FEMALE,1993,93.59
SVK,,0,FEMALE,1994,106.66
SVK,,0,FEMALE,1995,103.18
SVK,,0,FEMALE,1996,109.1
SVK,,0,FEMALE,1997,104.42
SVK,,0,FEMALE,1998,46.1
SVK,,0,FEMALE,1999,61.59
SVK,,0,FEMALE,2000,59.1
SVK,,0,FEMALE,2001,58.8
SVK,,0,FEMALE,2002,52.73
SVK,,0,FEMALE,2003,48.26
SVK,,0,FEMALE,2004,70.52
SVK,,0,FEMALE,2005,61.14
SVK,,0,FEMALE,2006,60.97
SVK,,0,FEMALE,2007,53.24
SVK,,0,FEMALE,2008,66.18
SVK,,0,FEMALE,2009,31.28
SVK,,0,FEMALE,2010,33.68
SVK,,0,FEMALE,2012,35.31
SVK,,0,FEMALE,2013,29.65
SVK,,0,FEMALE,2014,36.96
SVK,,0,FEMALE,2016,46.7
SVK,,0,FEMALE,2017,28.04
SVK,,0,FEMALE,2018,35.11
SVK,,0,FEMALE,2019,24.71
SVK,,0,FEMALE,2020,25.04
SVK,,0,FEMALE,2021,39.22
SVN,,0,FEMALE,1985,80
SVN,,0,FEMALE,1986,56.91
SVN,,0,FEMALE,1987,48
SVN,,0,FEMALE,1988,73.77
SVN,,0,FEMALE,1989,35.71
SVN,,0,FEMALE,1990,9.17
SVN,,0,FEMALE,1991,9.62
SVN,,0,FEMALE,1992,21.05
SVN,,0,FEMALE,1993,0
SVN,,0,FEMALE,1994,73.68
SVN,,0,FEMALE,1995,10.99
SVN,,0,FEMALE,1996,11.24
SVN,,0,FEMALE,1997,0
SVN,,0,FEMALE,1998,0
SVN,,0,FEMALE,1999,23.81
SVN,,0,FEMALE,2000,11.65
SVN,,0,FEMALE,2001,11.44
SVN,,0,FEMALE,2002,0
SVN,,0,FEMALE,2003,23.96
SVN,,0,FEMALE,2004,0
SVN,,0,FEMALE,2005,11.34
SVN,,0,FEMALE,2006,0
SVN,,0,FEMALE,2007,0
SVN,,0,FEMALE,2008,0
SVN,,0,FEMALE,2009,9.33
SVN,,0,FEMALE,2010,18.7
SVN,,0,FEMALE,2011,18.55
SVN,,0,FEMALE,2012,9.3
SVN,,0,FEMALE,2013,9.63
SVN,,0,FEMALE,2014,0
SVN,,0,FEMALE,2015,0
SVN,,0,FEMALE,2016,10.05
SVN,,0,FEMALE,2017,10.17
SVN,,0,FEMALE,2018,0
SVN,,0,FEMALE,2019,0
SVN,,0,FEMALE,2020,0
SWE,,0,FEMALE,1969,41.75
SWE,,0,FEMALE,1970,38.39
SWE,,0,FEMALE,1971,31.72
SWE,,0,FEMALE,1972,9.17
SWE,,0,FEMALE,1973,13.04
SWE,,0,FEMALE,1974,24.53
SWE,,0,FEMALE,1975,13.54
SWE,,0,FEMALE,1976,18.33
SWE,,0,FEMALE,1977,23.31
SWE,,0,FEMALE,1978,26.09
SWE,,0,FEMALE,1979,8.68
SWE,,0,FEMALE,1980,25.53
SWE,,0,FEMALE,1981,17.2
SWE,,0,FEMALE,1982,21.98
SWE,,0,FEMALE,1983,17.86
SWE,,0,FEMALE,1984,8.91
SWE,,0,FEMALE,1985,15.02
SWE,,0,FEMALE,1986,10.29
SWE,,0,FEMALE,1987,11.93
SWE,,0,FEMALE,1988,9.49
SWE,,0,FEMALE,1989,9.04
SWE,,0,FEMALE,1990,8.56
SWE,,0,FEMALE,1991,13.7
SWE,,0,FEMALE,1992,8.38
SWE,,0,FEMALE,1993,6.84
SWE,,0,FEMALE,1994,3.57
SWE,,0,FEMALE,1995,0
SWE,,0,FEMALE,1996,8.28
SWE,,0,FEMALE,1997,2.21
SWE,,0,FEMALE,1998,2.3
SWE,,0,FEMALE,1999,11.59
SWE,,0,FEMALE,2000,0
SWE,,0,FEMALE,2001,4.53
SWE,,0,FEMALE,2002,2.19
SWE,,0,FEMALE,2003,4.22
SWE,,0,FEMALE,2004,6.18
SWE,,0,FEMALE,2005,6.09
SWE,,0,FEMALE,2006,3.96
SWE,,0,FEMALE,2007,0
SWE,,0,FEMALE,2008,5.69
SWE,,0,FEMALE,2009,0
SWE,,0,FEMALE,2010,1.8
SWE,,0,FEMALE,2011,7.2
SWE,,0,FEMALE,2012,3.64
SWE,,0,FEMALE,2013,3.62
SWE,,0,FEMALE,2014,0
SWE,,0,FEMALE,2015,3.58
SWE,,0,FEMALE,2016,7.02
SWE,,0,FEMALE,2017,0
SWE,,0,FEMALE,2018,3.52
SWE,,0,FEMALE,2019,1.77
SWE,,0,FEMALE,2020,3.6
SWE,,0,FEMALE,2021,0
SWE,,0,FEMALE,2022,1.87
TJK,,0,FEMALE,1981,2060.69
TJK,,0,FEMALE,1982,2077.33
TJK,,0,FEMALE,1985,1640.14
TJK,,0,FEMALE,1986,1666.67
TJK,,0,FEMALE,1987,1644.35
TJK,,0,FEMALE,1988,1736.24
TJK,,0,FEMALE,1989,1446.19
TJK,,0,FEMALE,1990,1499.47
TJK,,0,FEMALE,1991,1350.93
TJK,,0,FEMALE,1992,1120.67
TJK,,0,FEMALE,1993,1381.11
TJK,,0,FEMALE,1994,1357.63
TJK,,0,FEMALE,1995,1185.1
TJK,,0,FEMALE,1996,756.73
TJK,,0,FEMALE,1997,606.32
TJK,,0,FEMALE,1998,457.18
TJK,,0,FEMALE,1999,382.92
TJK,,0,FEMALE,2000,347.83
TJK,,0,FEMALE,2001,452.61
TJK,,0,FEMALE,2002,343.16
TJK,,0,FEMALE,2003,309.89
TJK,,0,FEMALE,2004,255.83
TJK,,0,FEMALE,2005,492.33
TJK,,0,FEMALE,2017,86.82
TKM,,0,FEMALE,1981,3271.78
TKM,,0,FEMALE,1982,3093.69
TKM,,0,FEMALE,1985,2773.14
TKM,,0,FEMALE,1986,2823.33
TKM,,0,FEMALE,1987,2476.35
TKM,,0,FEMALE,1988,2179.05
TKM,,0,FEMALE,1989,2141.89
TKM,,0,FEMALE,1990,1585.45
TKM,,0,FEMALE,1991,1627.52
TKM,,0,FEMALE,1992,1808.65
TKM,,0,FEMALE,1993,1774.19
TKM,,0,FEMALE,1994,1926.27
TKM,,0,FEMALE,1995,1709.43
TKM,,0,FEMALE,1996,1479.81
TKM,,0,FEMALE,1997,1416.1
TKM,,0,FEMALE,1998,1258.25
TKM,,0,FEMALE,1999,1163.19
TKM,,0,FEMALE,2000,901
TKM,,0,FEMALE,2001,809.39
TKM,,0,FEMALE,2002,667.8
TKM,,0,FEMALE,2003,648.21
TKM,,0,FEMALE,2004,521.27
TKM,,0,FEMALE,2005,430.06
TKM,,0,FEMALE,2006,405.31
TKM,,0,FEMALE,2007,474.9
TKM,,0,FEMALE,2008,749.92
TKM,,0,FEMALE,2009,629.56
TKM,,0,FEMALE,2010,496.4
TKM,,0,FEMALE,2011,486.99
TKM,,0,FEMALE,2012,400.64
TKM,,0,FEMALE,2013,556.96
TUR,,0,FEMALE,2009,44.99
TUR,,0,FEMALE,2010,27.88
TUR,,0,FEMALE,2011,27.18
TUR,,0,FEMALE,2012,20.91
TUR,,0,FEMALE,2013,28.21
TUR,,0,FEMALE,2014,25.07
TUR,,0,FEMALE,2015,26.99
TUR,,0,FEMALE,2016,31.61
TUR,,0,FEMALE,2017,32.55
TUR,,0,FEMALE,2018,17.9
TUR,,0,FEMALE,2019,16.82
UKR,,0,FEMALE,1981,357.56
UKR,,0,FEMALE,1982,320.83
UKR,,0,FEMALE,1985,250.33
UKR,,0,FEMALE,1986,195.79
UKR,,0,FEMALE,1987,174.27
UKR,,0,FEMALE,1988,186.52
UKR,,0,FEMALE,1989,132.78
UKR,,0,FEMALE,1990,133.27
UKR,,0,FEMALE,1991,133.14
UKR,,0,FEMALE,1992,128.95
UKR,,0,FEMALE,1993,135.57
UKR,,0,FEMALE,1994,119.88
UKR,,0,FEMALE,1995,130.84
UKR,,0,FEMALE,1996,105.99
UKR,,0,FEMALE,1997,111.31
UKR,,0,FEMALE,1998,83.86
UKR,,0,FEMALE,1999,93.15
UKR,,0,FEMALE,2000,63.11
UKR,,0,FEMALE,2001,67.94
UKR,,0,FEMALE,2002,42.1
UKR,,0,FEMALE,2003,40.56
UKR,,0,FEMALE,2004,38.71
UKR,,0,FEMALE,2005,38.45
UKR,,0,FEMALE,2006,31.81
UKR,,0,FEMALE,2007,33.76
UKR,,0,FEMALE,2008,26.65
UKR,,0,FEMALE,2009,22.4
UKR,,0,FEMALE,2010,23.9
UKR,,0,FEMALE,2011,21.21
UKR,,0,FEMALE,2012,20.32
UKR,,0,FEMALE,2014,23.37
UKR,,0,FEMALE,2015,24.14
UKR,,0,FEMALE,2017,22.93
UKR,,0,FEMALE,2018,23.13
UKR,,0,FEMALE,2019,23.87
UZB,,0,FEMALE,1981,2317.16
UZB,,0,FEMALE,1982,2185.56
UZB,,0,FEMALE,1985,2107.47
UZB,,0,FEMALE,1986,2024.03
UZB,,0,FEMALE,1987,1971.91
UZB,,0,FEMALE,1988,1925
UZB,,0,FEMALE,1989,1668.84
UZB,,0,FEMALE,1990,1446.85
UZB,,0,FEMALE,1991,1525.58
UZB,,0,FEMALE,1992,1605.89
UZB,,0,FEMALE,1993,1426.75
UZB,,0,FEMALE,1994,1321.66
UZB,,0,FEMALE,1995,1174.78
UZB,,0,FEMALE,1996,1170.69
UZB,,0,FEMALE,1997,1032.2
UZB,,0,FEMALE,1998,1037.36
UZB,,0,FEMALE,1999,929.84
UZB,,0,FEMALE,2000,798.86
UZB,,0,FEMALE,2001,820
UZB,,0,FEMALE,2002,727.49
UZB,,0,FEMALE,2003,606.33
UZB,,0,FEMALE,2004,631.79
UZB,,0,FEMALE,2005,633.82
UZB,,0,FEMALE,2009,361.56
UZB,,0,FEMALE,2010,340.17
UZB,,0,FEMALE,2011,308
UZB,,0,FEMALE,2012,317.11
UZB,,0,FEMALE,2013,278.49
UZB,,0,FEMALE,2014,253.26
UZB,,0,FEMALE,2015,226
UZB,,0,FEMALE,2016,242.77
,WESTERN_BALKANS,0,FEMALE,1998,149.22
,WESTERN_BALKANS,0,FEMALE,1999,92.81
,WESTERN_BALKANS,0,FEMALE,2000,82.48
,WESTERN_BALKANS,0,FEMALE,2001,75.51
,WESTERN_BALKANS,0,FEMALE,2002,87.97
,WESTERN_BALKANS,0,FEMALE,2003,64.89
,WESTERN_BALKANS,0,FEMALE,2004,47.87
,WESTERN_BALKANS,0,FEMALE,2005,43.19
,WESTERN_BALKANS,0,FEMALE,2006,35.24
,WESTERN_BALKANS,0,FEMALE,2007,20.19
,WESTERN_BALKANS,0,FEMALE,2008,21.1
,WESTERN_BALKANS,0,FEMALE,2009,41.19
,WESTERN_BALKANS,0,FEMALE,2011,30.18
,WESTERN_BALKANS,0,FEMALE,2016,25.22
,WESTERN_BALKANS,0,FEMALE,2017,27.94
,WESTERN_BALKANS,0,FEMALE,2019,23.31
,WESTERN_BALKANS,0,FEMALE,2021,22.01
,WHO_EURO,0,FEMALE,1981,465.29
,WHO_EURO,0,FEMALE,1982,437.97
,WHO_EURO,0,FEMALE,1985,408.49
,WHO_EURO,0,FEMALE,1986,378.87
,WHO_EURO,0,FEMALE,1987,366.79
,WHO_EURO,0,FEMALE,1988,350.9
,WHO_EURO,0,FEMALE,1989,302.42
,WHO_EURO,0,FEMALE,1990,275.66
