COUNTRY,COUNTRY_GRP,AGE_GRP_LIST,SEX,YEAR,VALUE
ESP,,TOTAL,MALE,1998,15437
ESP,,TOTAL,MALE,1999,15631
ESP,,TOTAL,MALE,2000,15477
ESP,,TOTAL,MALE,2001,16254
ESP,,TOTAL,MALE,2002,15995
ESP,,TOTAL,MALE,2003,16537
ESP,,TOTAL,MALE,2004,16651
ESP,,TOTAL,MALE,2005,16647
ESP,,TOTAL,MALE,2006,16894
ESP,,TOTAL,MALE,2007,17194
ESP,,TOTAL,MALE,2008,17163
ESP,,TOTAL,MALE,2009,17296
ESP,,TOTAL,MALE,2010,17303
ESP,,TOTAL,MALE,2011,17512
ESP,,TOTAL,MALE,2012,17683
ESP,,TOTAL,MALE,2013,17577
ESP,,TOTAL,MALE,2014,17212
ESP,,TOTAL,MALE,2015,17259
ESP,,TOTAL,MALE,2016,17624
ESP,,TOTAL,MALE,2017,17268
ESP,,TOTAL,MALE,2018,17194
ESP,,TOTAL,MALE,2019,16935
ESP,,TOTAL,MALE,2020,16615
ESP,,TOTAL,MALE,2021,16772
EST,,TOTAL,MALE,1981,456
EST,,TOTAL,MALE,1982,478
EST,,TOTAL,MALE,1985,478
EST,,TOTAL,MALE,1986,487
EST,,TOTAL,MALE,1987,503
EST,,TOTAL,MALE,1988,575
EST,,TOTAL,MALE,1989,576
EST,,TOTAL,MALE,1990,549
EST,,TOTAL,MALE,1991,671
EST,,TOTAL,MALE,1992,600
EST,,TOTAL,MALE,1993,584
EST,,TOTAL,MALE,1994,575
EST,,TOTAL,MALE,1995,612
EST,,TOTAL,MALE,1996,555
EST,,TOTAL,MALE,1997,576
EST,,TOTAL,MALE,1998,586
EST,,TOTAL,MALE,1999,537
EST,,TOTAL,MALE,2000,566
EST,,TOTAL,MALE,2001,551
EST,,TOTAL,MALE,2002,561
EST,,TOTAL,MALE,2003,578
EST,,TOTAL,MALE,2004,511
EST,,TOTAL,MALE,2005,500
EST,,TOTAL,MALE,2006,562
EST,,TOTAL,MALE,2007,567
EST,,TOTAL,MALE,2008,559
EST,,TOTAL,MALE,2009,476
EST,,TOTAL,MALE,2010,506
EST,,TOTAL,MALE,2011,493
EST,,TOTAL,MALE,2012,519
EST,,TOTAL,MALE,2013,484
EST,,TOTAL,MALE,2014,533
EST,,TOTAL,MALE,2015,506
EST,,TOTAL,MALE,2016,472
FIN,,TOTAL,MALE,1969,1622
FIN,,TOTAL,MALE,1970,1586
FIN,,TOTAL,MALE,1971,1689
FIN,,TOTAL,MALE,1972,1583
FIN,,TOTAL,MALE,1973,1647
FIN,,TOTAL,MALE,1974,1661
FIN,,TOTAL,MALE,1975,1564
FIN,,TOTAL,MALE,1976,1782
FIN,,TOTAL,MALE,1977,1761
FIN,,TOTAL,MALE,1978,1790
FIN,,TOTAL,MALE,1979,1847
FIN,,TOTAL,MALE,1980,1827
FIN,,TOTAL,MALE,1981,1846
FIN,,TOTAL,MALE,1982,1688
FIN,,TOTAL,MALE,1983,1810
FIN,,TOTAL,MALE,1984,1722
FIN,,TOTAL,MALE,1985,1758
FIN,,TOTAL,MALE,1986,1646
FIN,,TOTAL,MALE,1987,1666
FIN,,TOTAL,MALE,1988,1610
FIN,,TOTAL,MALE,1989,1523
FIN,,TOTAL,MALE,1990,1599
FIN,,TOTAL,MALE,1991,1481
FIN,,TOTAL,MALE,1992,1605
FIN,,TOTAL,MALE,1993,1544
FIN,,TOTAL,MALE,1994,1463
FIN,,TOTAL,MALE,1995,1510
FIN,,TOTAL,MALE,1996,1482
FIN,,TOTAL,MALE,1997,1449
FIN,,TOTAL,MALE,1998,1467
FIN,,TOTAL,MALE,1999,1390
FIN,,TOTAL,MALE,2000,1392
FIN,,TOTAL,MALE,2001,1410
FIN,,TOTAL,MALE,2002,1383
FIN,,TOTAL,MALE,2003,1403
FIN,,TOTAL,MALE,2004,1379
FIN,,TOTAL,MALE,2005,1413
FIN,,TOTAL,MALE,2006,1464
FIN,,TOTAL,MALE,2007,1460
FIN,,TOTAL,MALE,2008,1386
FIN,,TOTAL,MALE,2009,1432
FIN,,TOTAL,MALE,2010,1547
FIN,,TOTAL,MALE,2011,1435
FIN,,TOTAL,MALE,2012,1436
FIN,,TOTAL,MALE,2013,1503
FIN,,TOTAL,MALE,2014,1381
FIN,,TOTAL,MALE,2016,1487
FIN,,TOTAL,MALE,2017,1494
FIN,,TOTAL,MALE,2018,1461
FIN,,TOTAL,MALE,2019,1510
FIN,,TOTAL,MALE,2020,1413
FIN,,TOTAL,MALE,2021,1491
FRA,,TOTAL,MALE,1968,9451
FRA,,TOTAL,MALE,1969,9852
FRA,,TOTAL,MALE,1970,9876
FRA,,TOTAL,MALE,1971,10467
FRA,,TOTAL,MALE,1972,11174
FRA,,TOTAL,MALE,1973,11500
FRA,,TOTAL,MALE,1974,12083
FRA,,TOTAL,MALE,1975,12555
FRA,,TOTAL,MALE,1976,13427
FRA,,TOTAL,MALE,1977,13859
FRA,,TOTAL,MALE,1978,14650
FRA,,TOTAL,MALE,1979,14905
FRA,,TOTAL,MALE,1980,15258
FRA,,TOTAL,MALE,1981,15635
FRA,,TOTAL,MALE,1982,15915
FRA,,TOTAL,MALE,1983,16058
FRA,,TOTAL,MALE,1984,16629
FRA,,TOTAL,MALE,1985,17042
FRA,,TOTAL,MALE,1986,17393
FRA,,TOTAL,MALE,1987,17947
FRA,,TOTAL,MALE,1988,18403
FRA,,TOTAL,MALE,1989,18754
FRA,,TOTAL,MALE,1990,18805
FRA,,TOTAL,MALE,1991,19284
FRA,,TOTAL,MALE,1992,19580
FRA,,TOTAL,MALE,1993,20013
FRA,,TOTAL,MALE,1994,19797
FRA,,TOTAL,MALE,1995,20325
FRA,,TOTAL,MALE,1996,20525
FRA,,TOTAL,MALE,1997,20635
FRA,,TOTAL,MALE,1998,20911
FRA,,TOTAL,MALE,1999,20867
FRA,,TOTAL,MALE,2000,20585
FRA,,TOTAL,MALE,2001,20643
FRA,,TOTAL,MALE,2002,20875
FRA,,TOTAL,MALE,2003,20996
FRA,,TOTAL,MALE,2004,21398
FRA,,TOTAL,MALE,2005,21901
FRA,,TOTAL,MALE,2006,22036
FRA,,TOTAL,MALE,2007,22144
FRA,,TOTAL,MALE,2008,22153
FRA,,TOTAL,MALE,2009,22387
FRA,,TOTAL,MALE,2010,22234
FRA,,TOTAL,MALE,2011,22377
FRA,,TOTAL,MALE,2012,22311
FRA,,TOTAL,MALE,2013,22190
FRA,,TOTAL,MALE,2014,22509
FRA,,TOTAL,MALE,2017,21565
FRA,,TOTAL,MALE,2018,21438
GBR,,TOTAL,MALE,1968,26975
GBR,,TOTAL,MALE,1969,27859
GBR,,TOTAL,MALE,1970,28165
GBR,,TOTAL,MALE,1971,28395
GBR,,TOTAL,MALE,1972,29055
GBR,,TOTAL,MALE,1973,29463
GBR,,TOTAL,MALE,1974,29855
GBR,,TOTAL,MALE,1975,29507
GBR,,TOTAL,MALE,1976,30099
GBR,,TOTAL,MALE,1977,30012
GBR,,TOTAL,MALE,1978,30279
GBR,,TOTAL,MALE,1979,30454
GBR,,TOTAL,MALE,1980,30266
GBR,,TOTAL,MALE,1981,29805
GBR,,TOTAL,MALE,1982,29389
GBR,,TOTAL,MALE,1983,30019
GBR,,TOTAL,MALE,1984,29562
GBR,,TOTAL,MALE,1985,29543
GBR,,TOTAL,MALE,1986,28627
GBR,,TOTAL,MALE,1987,28292
GBR,,TOTAL,MALE,1988,27968
GBR,,TOTAL,MALE,1989,27239
GBR,,TOTAL,MALE,1990,26924
GBR,,TOTAL,MALE,1991,26580
GBR,,TOTAL,MALE,1992,25941
GBR,,TOTAL,MALE,1993,24966
GBR,,TOTAL,MALE,1994,24290
GBR,,TOTAL,MALE,1995,23562
GBR,,TOTAL,MALE,1996,22754
GBR,,TOTAL,MALE,1997,22034
GBR,,TOTAL,MALE,1998,21846
GBR,,TOTAL,MALE,1999,21125
GBR,,TOTAL,MALE,2001,20441
GBR,,TOTAL,MALE,2002,20281
GBR,,TOTAL,MALE,2003,19789
GBR,,TOTAL,MALE,2004,19512
GBR,,TOTAL,MALE,2005,19475
GBR,,TOTAL,MALE,2006,19647
GBR,,TOTAL,MALE,2007,19700
GBR,,TOTAL,MALE,2008,19897
GBR,,TOTAL,MALE,2009,19760
GBR,,TOTAL,MALE,2010,19447
GBR,,TOTAL,MALE,2011,19630
GBR,,TOTAL,MALE,2012,19327
GBR,,TOTAL,MALE,2013,19511
GBR,,TOTAL,MALE,2014,19600
GBR,,TOTAL,MALE,2015,19200
GBR,,TOTAL,MALE,2016,19357
GBR,,TOTAL,MALE,2017,18825
GBR,,TOTAL,MALE,2018,18587
GBR,,TOTAL,MALE,2019,18489
GBR,,TOTAL,MALE,2020,17796
GEO,,TOTAL,MALE,1981,635
GEO,,TOTAL,MALE,1982,639
GEO,,TOTAL,MALE,1985,768
GEO,,TOTAL,MALE,1986,786
GEO,,TOTAL,MALE,1987,801
GEO,,TOTAL,MALE,1988,851
GEO,,TOTAL,MALE,1989,852
GEO,,TOTAL,MALE,1990,830
GEO,,TOTAL,MALE,1991,851
GEO,,TOTAL,MALE,1992,701
GEO,,TOTAL,MALE,1994,536
GEO,,TOTAL,MALE,1995,445
GEO,,TOTAL,MALE,1996,460
GEO,,TOTAL,MALE,1997,537
GEO,,TOTAL,MALE,1998,602
GEO,,TOTAL,MALE,1999,630
GEO,,TOTAL,MALE,2000,655
GEO,,TOTAL,MALE,2001,659
GEO,,TOTAL,MALE,2004,716
GEO,,TOTAL,MALE,2005,485
GEO,,TOTAL,MALE,2006,458
GEO,,TOTAL,MALE,2007,417
GEO,,TOTAL,MALE,2009,638
GEO,,TOTAL,MALE,2010,325
GEO,,TOTAL,MALE,2011,622
GEO,,TOTAL,MALE,2012,719
GEO,,TOTAL,MALE,2013,720
GEO,,TOTAL,MALE,2014,780
GEO,,TOTAL,MALE,2015,866
GEO,,TOTAL,MALE,2016,959
GEO,,TOTAL,MALE,2017,923
GEO,,TOTAL,MALE,2018,974
GEO,,TOTAL,MALE,2019,954
GEO,,TOTAL,MALE,2020,960
GEO,,TOTAL,MALE,2021,914
GRC,,TOTAL,MALE,1968,1706
GRC,,TOTAL,MALE,1969,1781
GRC,,TOTAL,MALE,1970,1784
GRC,,TOTAL,MALE,1971,1870
GRC,,TOTAL,MALE,1972,1993
GRC,,TOTAL,MALE,1973,2326
GRC,,TOTAL,MALE,1974,2499
GRC,,TOTAL,MALE,1975,2434
GRC,,TOTAL,MALE,1976,2692
GRC,,TOTAL,MALE,1977,2818
GRC,,TOTAL,MALE,1978,2987
GRC,,TOTAL,MALE,1979,3091
GRC,,TOTAL,MALE,1980,2982
GRC,,TOTAL,MALE,1981,3147
GRC,,TOTAL,MALE,1982,3278
GRC,,TOTAL,MALE,1983,3416
GRC,,TOTAL,MALE,1984,3459
GRC,,TOTAL,MALE,1985,3683
GRC,,TOTAL,MALE,1986,3682
GRC,,TOTAL,MALE,1987,3745
GRC,,TOTAL,MALE,1988,3816
GRC,,TOTAL,MALE,1989,4030
GRC,,TOTAL,MALE,1990,4034
GRC,,TOTAL,MALE,1991,4176
GRC,,TOTAL,MALE,1992,4138
GRC,,TOTAL,MALE,1993,4366
GRC,,TOTAL,MALE,1994,4444
GRC,,TOTAL,MALE,1995,4396
GRC,,TOTAL,MALE,1996,4533
GRC,,TOTAL,MALE,1997,4538
GRC,,TOTAL,MALE,1998,4569
GRC,,TOTAL,MALE,1999,4678
GRC,,TOTAL,MALE,2000,4725
GRC,,TOTAL,MALE,2001,4777
GRC,,TOTAL,MALE,2002,4778
GRC,,TOTAL,MALE,2003,4836
GRC,,TOTAL,MALE,2004,5037
GRC,,TOTAL,MALE,2005,5063
GRC,,TOTAL,MALE,2006,5100
GRC,,TOTAL,MALE,2007,5186
GRC,,TOTAL,MALE,2008,5321
GRC,,TOTAL,MALE,2009,5341
GRC,,TOTAL,MALE,2010,5263
GRC,,TOTAL,MALE,2011,5367
GRC,,TOTAL,MALE,2012,5474
GRC,,TOTAL,MALE,2014,5726
GRC,,TOTAL,MALE,2015,5745
GRC,,TOTAL,MALE,2016,5652
GRC,,TOTAL,MALE,2017,5740
GRC,,TOTAL,MALE,2018,5529
GRC,,TOTAL,MALE,2019,5533
GRC,,TOTAL,MALE,2020,5366
HRV,,TOTAL,MALE,1985,1664
HRV,,TOTAL,MALE,1986,1617
HRV,,TOTAL,MALE,1987,1787
HRV,,TOTAL,MALE,1988,1866
HRV,,TOTAL,MALE,1989,1848
HRV,,TOTAL,MALE,1990,1944
HRV,,TOTAL,MALE,1991,1900
HRV,,TOTAL,MALE,1992,1843
HRV,,TOTAL,MALE,1993,1880
HRV,,TOTAL,MALE,1994,1893
HRV,,TOTAL,MALE,1995,1848
HRV,,TOTAL,MALE,1996,1973
HRV,,TOTAL,MALE,1997,2050
HRV,,TOTAL,MALE,1998,2095
HRV,,TOTAL,MALE,1999,2070
HRV,,TOTAL,MALE,2000,2000
HRV,,TOTAL,MALE,2001,2161
HRV,,TOTAL,MALE,2002,2102
HRV,,TOTAL,MALE,2003,2110
HRV,,TOTAL,MALE,2004,2123
HRV,,TOTAL,MALE,2005,2086
HRV,,TOTAL,MALE,2006,2145
HRV,,TOTAL,MALE,2007,2170
HRV,,TOTAL,MALE,2008,2139
HRV,,TOTAL,MALE,2009,2176
HRV,,TOTAL,MALE,2010,2118
HRV,,TOTAL,MALE,2011,2102
HRV,,TOTAL,MALE,2012,2106
HRV,,TOTAL,MALE,2013,2090
HRV,,TOTAL,MALE,2014,2074
HRV,,TOTAL,MALE,2015,2101
HRV,,TOTAL,MALE,2016,2122
HRV,,TOTAL,MALE,2017,2142
HRV,,TOTAL,MALE,2019,2006
HRV,,TOTAL,MALE,2020,1918
HRV,,TOTAL,MALE,2021,1899
HUN,,TOTAL,MALE,1969,2747
HUN,,TOTAL,MALE,1970,2744
HUN,,TOTAL,MALE,1971,2961
HUN,,TOTAL,MALE,1972,2961
HUN,,TOTAL,MALE,1973,3069
HUN,,TOTAL,MALE,1974,3394
HUN,,TOTAL,MALE,1975,3414
HUN,,TOTAL,MALE,1976,3513
HUN,,TOTAL,MALE,1977,3676
HUN,,TOTAL,MALE,1978,3985
HUN,,TOTAL,MALE,1979,4158
HUN,,TOTAL,MALE,1980,4167
HUN,,TOTAL,MALE,1981,4397
HUN,,TOTAL,MALE,1982,4534
HUN,,TOTAL,MALE,1983,4600
HUN,,TOTAL,MALE,1984,4760
HUN,,TOTAL,MALE,1985,4721
HUN,,TOTAL,MALE,1986,5082
HUN,,TOTAL,MALE,1987,5224
HUN,,TOTAL,MALE,1988,5090
HUN,,TOTAL,MALE,1989,5145
HUN,,TOTAL,MALE,1990,5416
HUN,,TOTAL,MALE,1991,5487
HUN,,TOTAL,MALE,1992,5679
HUN,,TOTAL,MALE,1993,5703
HUN,,TOTAL,MALE,1994,5811
HUN,,TOTAL,MALE,1995,5728
HUN,,TOTAL,MALE,1996,5871
HUN,,TOTAL,MALE,1997,5816
HUN,,TOTAL,MALE,1998,5921
HUN,,TOTAL,MALE,1999,5797
HUN,,TOTAL,MALE,2000,5727
HUN,,TOTAL,MALE,2001,5741
HUN,,TOTAL,MALE,2002,5661
HUN,,TOTAL,MALE,2003,5849
HUN,,TOTAL,MALE,2004,5852
HUN,,TOTAL,MALE,2005,5336
HUN,,TOTAL,MALE,2006,5400
HUN,,TOTAL,MALE,2007,5581
HUN,,TOTAL,MALE,2008,5597
HUN,,TOTAL,MALE,2009,5687
HUN,,TOTAL,MALE,2010,5741
HUN,,TOTAL,MALE,2011,5558
HUN,,TOTAL,MALE,2012,5763
HUN,,TOTAL,MALE,2013,5418
HUN,,TOTAL,MALE,2014,5456
HUN,,TOTAL,MALE,2015,5418
HUN,,TOTAL,MALE,2016,5542
HUN,,TOTAL,MALE,2017,5393
HUN,,TOTAL,MALE,2018,5341
HUN,,TOTAL,MALE,2019,4997
IRL,,TOTAL,MALE,1968,721
IRL,,TOTAL,MALE,1969,674
IRL,,TOTAL,MALE,1970,755
IRL,,TOTAL,MALE,1971,767
IRL,,TOTAL,MALE,1972,769
IRL,,TOTAL,MALE,1973,838
IRL,,TOTAL,MALE,1974,865
IRL,,TOTAL,MALE,1975,891
IRL,,TOTAL,MALE,1976,978
IRL,,TOTAL,MALE,1977,941
IRL,,TOTAL,MALE,1978,954
IRL,,TOTAL,MALE,1979,971
IRL,,TOTAL,MALE,1980,935
IRL,,TOTAL,MALE,1981,1046
IRL,,TOTAL,MALE,1982,954
IRL,,TOTAL,MALE,1983,1046
IRL,,TOTAL,MALE,1984,1096
IRL,,TOTAL,MALE,1985,1112
IRL,,TOTAL,MALE,1986,1118
IRL,,TOTAL,MALE,1987,1015
IRL,,TOTAL,MALE,1988,1060
IRL,,TOTAL,MALE,1989,1054
IRL,,TOTAL,MALE,1990,1044
IRL,,TOTAL,MALE,1991,1012
IRL,,TOTAL,MALE,1992,1048
IRL,,TOTAL,MALE,1993,1097
IRL,,TOTAL,MALE,1994,1031
IRL,,TOTAL,MALE,1995,1035
IRL,,TOTAL,MALE,1996,961
IRL,,TOTAL,MALE,1997,891
IRL,,TOTAL,MALE,1998,974
IRL,,TOTAL,MALE,1999,917
IRL,,TOTAL,MALE,2000,981
IRL,,TOTAL,MALE,2001,933
IRL,,TOTAL,MALE,2002,925
IRL,,TOTAL,MALE,2003,980
IRL,,TOTAL,MALE,2004,984
IRL,,TOTAL,MALE,2005,934
IRL,,TOTAL,MALE,2006,964
IRL,,TOTAL,MALE,2007,1020
IRL,,TOTAL,MALE,2008,991
IRL,,TOTAL,MALE,2009,1063
IRL,,TOTAL,MALE,2010,961
IRL,,TOTAL,MALE,2011,1089
IRL,,TOTAL,MALE,2012,1073
IRL,,TOTAL,MALE,2013,1074
IRL,,TOTAL,MALE,2015,1043
IRL,,TOTAL,MALE,2016,1044
IRL,,TOTAL,MALE,2017,1029
IRL,,TOTAL,MALE,2018,1029
IRL,,TOTAL,MALE,2019,1132
IRL,,TOTAL,MALE,2020,1092
ISL,,TOTAL,MALE,1971,10
ISL,,TOTAL,MALE,1972,22
ISL,,TOTAL,MALE,1973,15
ISL,,TOTAL,MALE,1974,17
ISL,,TOTAL,MALE,1975,23
ISL,,TOTAL,MALE,1976,19
ISL,,TOTAL,MALE,1977,28
ISL,,TOTAL,MALE,1978,25
ISL,,TOTAL,MALE,1979,30
ISL,,TOTAL,MALE,1980,22
ISL,,TOTAL,MALE,1981,40
ISL,,TOTAL,MALE,1982,38
ISL,,TOTAL,MALE,1983,35
ISL,,TOTAL,MALE,1984,28
ISL,,TOTAL,MALE,1985,42
ISL,,TOTAL,MALE,1986,34
ISL,,TOTAL,MALE,1987,43
ISL,,TOTAL,MALE,1988,44
ISL,,TOTAL,MALE,1989,42
ISL,,TOTAL,MALE,1990,47
ISL,,TOTAL,MALE,1991,59
ISL,,TOTAL,MALE,1992,43
ISL,,TOTAL,MALE,1993,49
ISL,,TOTAL,MALE,1994,44
ISL,,TOTAL,MALE,1995,49
ISL,,TOTAL,MALE,1996,61
ISL,,TOTAL,MALE,1997,66
ISL,,TOTAL,MALE,1998,56
ISL,,TOTAL,MALE,1999,61
ISL,,TOTAL,MALE,2000,52
ISL,,TOTAL,MALE,2001,57
ISL,,TOTAL,MALE,2002,50
ISL,,TOTAL,MALE,2003,58
ISL,,TOTAL,MALE,2004,54
ISL,,TOTAL,MALE,2005,73
ISL,,TOTAL,MALE,2006,59
ISL,,TOTAL,MALE,2007,74
ISL,,TOTAL,MALE,2008,62
ISL,,TOTAL,MALE,2009,63
ISL,,TOTAL,MALE,2010,71
ISL,,TOTAL,MALE,2011,72
ISL,,TOTAL,MALE,2012,67
ISL,,TOTAL,MALE,2013,66
ISL,,TOTAL,MALE,2014,67
ISL,,TOTAL,MALE,2015,48
ISL,,TOTAL,MALE,2016,73
ISL,,TOTAL,MALE,2017,64
ISL,,TOTAL,MALE,2018,63
ISL,,TOTAL,MALE,2019,52
ISL,,TOTAL,MALE,2020,55
ISL,,TOTAL,MALE,2021,64
ISR,,TOTAL,MALE,1975,443
ISR,,TOTAL,MALE,1976,448
ISR,,TOTAL,MALE,1977,461
ISR,,TOTAL,MALE,1978,456
ISR,,TOTAL,MALE,1979,495
ISR,,TOTAL,MALE,1980,524
ISR,,TOTAL,MALE,1981,451
ISR,,TOTAL,MALE,1982,502
ISR,,TOTAL,MALE,1983,496
ISR,,TOTAL,MALE,1984,515
ISR,,TOTAL,MALE,1985,550
ISR,,TOTAL,MALE,1986,522
ISR,,TOTAL,MALE,1987,514
ISR,,TOTAL,MALE,1988,524
ISR,,TOTAL,MALE,1989,587
ISR,,TOTAL,MALE,1990,641
ISR,,TOTAL,MALE,1991,634
ISR,,TOTAL,MALE,1992,640
ISR,,TOTAL,MALE,1993,758
ISR,,TOTAL,MALE,1994,781
ISR,,TOTAL,MALE,1995,792
ISR,,TOTAL,MALE,1996,793
ISR,,TOTAL,MALE,1997,815
ISR,,TOTAL,MALE,1998,843
ISR,,TOTAL,MALE,1999,869
ISR,,TOTAL,MALE,2000,891
ISR,,TOTAL,MALE,2001,933
ISR,,TOTAL,MALE,2002,976
ISR,,TOTAL,MALE,2003,952
ISR,,TOTAL,MALE,2004,1024
ISR,,TOTAL,MALE,2005,960
ISR,,TOTAL,MALE,2006,1072
ISR,,TOTAL,MALE,2007,1045
ISR,,TOTAL,MALE,2008,1066
ISR,,TOTAL,MALE,2009,1078
ISR,,TOTAL,MALE,2010,1232
ISR,,TOTAL,MALE,2011,1184
ISR,,TOTAL,MALE,2012,1178
ISR,,TOTAL,MALE,2013,1242
ISR,,TOTAL,MALE,2014,1282
ISR,,TOTAL,MALE,2015,1258
ISR,,TOTAL,MALE,2016,1264
ISR,,TOTAL,MALE,2017,1231
ISR,,TOTAL,MALE,2018,1246
ISR,,TOTAL,MALE,2019,1209
ISR,,TOTAL,MALE,2020,1228
ISR,,TOTAL,MALE,2021,1223
ITA,,TOTAL,MALE,1968,10933
ITA,,TOTAL,MALE,1969,11721
ITA,,TOTAL,MALE,1970,11867
ITA,,TOTAL,MALE,1971,12939
ITA,,TOTAL,MALE,1972,13517
ITA,,TOTAL,MALE,1973,14225
ITA,,TOTAL,MALE,1974,15169
ITA,,TOTAL,MALE,1975,15957
ITA,,TOTAL,MALE,1976,16992
ITA,,TOTAL,MALE,1977,17684
ITA,,TOTAL,MALE,1978,18587
ITA,,TOTAL,MALE,1979,19619
ITA,,TOTAL,MALE,1980,20779
ITA,,TOTAL,MALE,1981,20870
ITA,,TOTAL,MALE,1982,21767
ITA,,TOTAL,MALE,1983,22398
ITA,,TOTAL,MALE,1984,22716
ITA,,TOTAL,MALE,1985,23597
ITA,,TOTAL,MALE,1986,23448
ITA,,TOTAL,MALE,1987,24784
ITA,,TOTAL,MALE,1988,25256
ITA,,TOTAL,MALE,1989,25138
ITA,,TOTAL,MALE,1990,25168
ITA,,TOTAL,MALE,1991,25545
ITA,,TOTAL,MALE,1992,25876
ITA,,TOTAL,MALE,1993,26029
ITA,,TOTAL,MALE,1994,25988
ITA,,TOTAL,MALE,1995,25741
ITA,,TOTAL,MALE,1996,25778
ITA,,TOTAL,MALE,1997,25778
ITA,,TOTAL,MALE,1998,26003
ITA,,TOTAL,MALE,1999,25977
ITA,,TOTAL,MALE,2000,25503
ITA,,TOTAL,MALE,2001,25800
ITA,,TOTAL,MALE,2002,25765
ITA,,TOTAL,MALE,2003,25833
ITA,,TOTAL,MALE,2004,25322
ITA,,TOTAL,MALE,2005,25348
ITA,,TOTAL,MALE,2006,25467
ITA,,TOTAL,MALE,2007,25425
ITA,,TOTAL,MALE,2008,25366
ITA,,TOTAL,MALE,2009,25350
ITA,,TOTAL,MALE,2010,25457
ITA,,TOTAL,MALE,2011,25239
ITA,,TOTAL,MALE,2012,24885
ITA,,TOTAL,MALE,2013,24599
ITA,,TOTAL,MALE,2014,24177
ITA,,TOTAL,MALE,2015,24405
ITA,,TOTAL,MALE,2016,24059
ITA,,TOTAL,MALE,2017,23928
ITA,,TOTAL,MALE,2018,23579
ITA,,TOTAL,MALE,2019,22854
ITA,,TOTAL,MALE,2020,22188
KAZ,,TOTAL,MALE,1981,2511
KAZ,,TOTAL,MALE,1982,2472
KAZ,,TOTAL,MALE,1985,2977
KAZ,,TOTAL,MALE,1986,3219
KAZ,,TOTAL,MALE,1987,3368
KAZ,,TOTAL,MALE,1988,3497
KAZ,,TOTAL,MALE,1989,3741
KAZ,,TOTAL,MALE,1990,4024
KAZ,,TOTAL,MALE,1991,4049
KAZ,,TOTAL,MALE,1992,4152
KAZ,,TOTAL,MALE,1993,4201
KAZ,,TOTAL,MALE,1994,3832
KAZ,,TOTAL,MALE,1995,3819
KAZ,,TOTAL,MALE,1996,3581
KAZ,,TOTAL,MALE,1997,3419
KAZ,,TOTAL,MALE,1998,3411
KAZ,,TOTAL,MALE,1999,3128
KAZ,,TOTAL,MALE,2000,3092
KAZ,,TOTAL,MALE,2001,2957
KAZ,,TOTAL,MALE,2002,2985
KAZ,,TOTAL,MALE,2003,2991
KAZ,,TOTAL,MALE,2004,2870
KAZ,,TOTAL,MALE,2005,2826
KAZ,,TOTAL,MALE,2006,2666
KAZ,,TOTAL,MALE,2007,2762
KAZ,,TOTAL,MALE,2008,2584
KAZ,,TOTAL,MALE,2009,2630
KAZ,,TOTAL,MALE,2010,2524
KAZ,,TOTAL,MALE,2011,2399
KAZ,,TOTAL,MALE,2012,2450
KAZ,,TOTAL,MALE,2013,2494
KAZ,,TOTAL,MALE,2014,2234
KAZ,,TOTAL,MALE,2015,2202
KAZ,,TOTAL,MALE,2016,2117
KAZ,,TOTAL,MALE,2017,2016
KAZ,,TOTAL,MALE,2018,2003
KAZ,,TOTAL,MALE,2019,1918
KAZ,,TOTAL,MALE,2020,1904
KAZ,,TOTAL,MALE,2021,1710
KGZ,,TOTAL,MALE,1981,295
KGZ,,TOTAL,MALE,1982,359
KGZ,,TOTAL,MALE,1985,378
KGZ,,TOTAL,MALE,1986,391
KGZ,,TOTAL,MALE,1987,401
KGZ,,TOTAL,MALE,1988,451
KGZ,,TOTAL,MALE,1989,510
KGZ,,TOTAL,MALE,1990,467
KGZ,,TOTAL,MALE,1991,481
KGZ,,TOTAL,MALE,1992,500
KGZ,,TOTAL,MALE,1993,377
KGZ,,TOTAL,MALE,1994,353
KGZ,,TOTAL,MALE,1995,361
KGZ,,TOTAL,MALE,1996,331
KGZ,,TOTAL,MALE,1997,340
KGZ,,TOTAL,MALE,1998,328
KGZ,,TOTAL,MALE,1999,335
KGZ,,TOTAL,MALE,2000,302
KGZ,,TOTAL,MALE,2001,300
KGZ,,TOTAL,MALE,2002,345
KGZ,,TOTAL,MALE,2003,345
KGZ,,TOTAL,MALE,2004,324
KGZ,,TOTAL,MALE,2005,310
KGZ,,TOTAL,MALE,2006,313
KGZ,,TOTAL,MALE,2007,273
KGZ,,TOTAL,MALE,2008,266
KGZ,,TOTAL,MALE,2009,334
KGZ,,TOTAL,MALE,2010,338
KGZ,,TOTAL,MALE,2011,322
KGZ,,TOTAL,MALE,2012,322
KGZ,,TOTAL,MALE,2013,361
KGZ,,TOTAL,MALE,2014,398
KGZ,,TOTAL,MALE,2015,341
KGZ,,TOTAL,MALE,2016,368
KGZ,,TOTAL,MALE,2017,362
KGZ,,TOTAL,MALE,2018,403
KGZ,,TOTAL,MALE,2019,356
LTU,,TOTAL,MALE,1981,909
LTU,,TOTAL,MALE,1982,918
LTU,,TOTAL,MALE,1985,995
LTU,,TOTAL,MALE,1986,1034
LTU,,TOTAL,MALE,1987,1093
LTU,,TOTAL,MALE,1988,1143
LTU,,TOTAL,MALE,1989,1171
LTU,,TOTAL,MALE,1990,1213
